NEXT-WEEK JOHN,-0.5193796
NOT </s>,-0.8103649
NOT BUY,-1.276623
NOT VISIT,-1.162995
NOT WHAT,-1.050838
OLD HOUSE,-0.5518924
PARTY FUTURE,-0.5431051
PAST LIVE,-0.5531
PEOPLE GIVE,-0.9628716
PEOPLE GROUP,-1.019907
PEOPLE PREFER,-1.001141
POSS BOOK,-1.445035
POSS BROTHER,-1.525049
POSS CANDY,-1.538155
POSS CAR,-1.513458
POSS FRIEND,-1.538155
POSS LEG,-1.538155
POSS NEW,-1.66735
POSS OLD,-1.538155
POTATO WHAT,-0.5128323
PREFER BROCCOLI,-1.139779
PREFER CORN,-1.135135
PREFER GO,-1.102399
PREFER POTATO,-1.139779
PUTASIDE </s>,-0.4356411
READ BOOK,-0.9453852
SAY JOHN,-0.7846496
SAY MARY,-0.7846496
SAY-1P LOVE,-0.5466028
SEARCH-FOR WHO,-0.5226907
SEE JOHN,-1.090176
SEE MARY,-1.090176
SEE THROW,-1.231681
SEE WHAT,-1.06629
SEE WHO,-1.10263
SELF PREFER,-0.5466028
SELL CAR,-0.8227236
SELL YESTERDAY,-0.8294069
SHOOT FRANK,-0.5518924
SHOULD </s>,-0.9093102
SHOULD BUY,-1.259485
SHOULD FINISH,-1.357151
SHOULD GO,-1.300237
SHOULD NOT,-1.322142
SHOULD SHOULD,-1.345211
SOMETHING-ONE ARRIVE,-1.28072
SOMETHING-ONE BORROW,-1.418671
SOMETHING-ONE CAR,-1.323236
SOMETHING-ONE POSS,-1.443213
SOMETHING-ONE STUDENT,-1.418671
SOMETHING-ONE WHAT,-1.173588
SOMETHING-ONE WOMAN,-1.37037
STOLEN </s>,-0.4356411
STUDENT HAVE,-0.8430902
STUDENT SOMETHING-ONE,-0.8294069
SUE BUY,-0.5361931
TEACHER APPLE,-0.846559
TEACHER GIVE,-0.8096579
TELL BILL,-1.010722
THINK MARY,-0.5193796
THROW APPLE,-0.5518924
TOMORROW </s>,-0.4356411
TOY </s>,-0.4356411
VEGETABLE CHINA,-1.139779
VEGETABLE IX-1P,-1.128419
VEGETABLE KNOW,-1.135135
VEGETABLE PREFER,-1.115214
VIDEOTAPE </s>,-0.6869672
VISIT MARY,-0.1754691
VISIT MOTHER,-1.38599
VISIT WHAT,-1.31102
VISIT WHO,-1.330217
WANT SELL,-0.5518924
WHAT </s>,-0.3932865
WHAT ARRIVE,-1.65424
WHAT BOOK,-1.767689
WHAT JOHN,-1.58668
WHAT MARY,-0.5733625
WHAT SOMETHING-ONE,-1.712845
WHAT WOMAN,-1.874792
WHAT YESTERDAY,-1.712845
WHO </s>,-0.3829058
WHO ARRIVE,-1.537907
WHO IX,-1.362471
WHO JOHN,-1.451114
WHO MARY,-1.527878
WHO MOTHER,-1.678481
WHO POSS,-1.588814
WHO TELL,-1.695305
WHO VEGETABLE,-1.678481
WHO WHAT,-1.483305
WILL VISIT,-0.5396354
WOMAN ARRIVE,-1.30999
WOMAN BOOK,-1.191999
WOMAN HAVE,-1.285584
WOMAN IX,-1.062008
WOMAN WHAT,-1.101169
WONT EAT,-1.010722
WRITE HOMEWORK,-0.5531
YESTERDAY </s>,-0.8369467
YESTERDAY BOOK,-1.142291
YESTERDAY IX,-1.032758
YESTERDAY WHAT,-1.06629
YESTERDAY WHO,-1.10263
